"Theme 1 - 2 : Persons by sex, age and marital status, 2006";;;;;;;;;;;;;
;"Marital Status";"Males - Total";"Males - Single";"Males - Married";"Males - Separated";"Males - Divorced";"Males - Widowed";"Females - Total";"Females - Single";"Females - Married";"Females - Separated";"Females - Divorced";"Females - Widowed"
"082 Tamhnaigh na Graí";"20 - 24 years";15;15;0;0;0;0;14;14;0;0;0;0
;"25 - 29 years";12;10;2;0;0;0;8;5;3;0;0;0
;"30 - 34 years";8;5;3;0;0;0;7;4;3;0;0;0
;"35 - 39 years";8;2;6;0;0;0;9;0;8;0;1;0
"083 Turlough";"20 - 24 years";26;26;0;0;0;0;13;13;0;0;0;0
;"25 - 29 years";34;29;5;0;0;0;24;17;7;0;0;0
;"30 - 34 years";45;19;26;0;0;0;57;19;37;0;1;0
;"35 - 39 years";57;9;48;0;0;0;58;8;47;1;2;0
"084 Ballindine";"20 - 24 years";21;21;0;0;0;0;14;13;1;0;0;0
;"25 - 29 years";21;16;5;0;0;0;22;13;9;0;0;0
;"30 - 34 years";31;20;11;0;0;0;25;10;14;0;1;0
;"35 - 39 years";32;16;16;0;0;0;24;9;14;0;0;1
"085 Ballyhaunis";"20 - 24 years";126;116;10;0;0;0;90;71;19;0;0;0
;"25 - 29 years";169;126;43;0;0;0;118;68;48;2;0;0
;"30 - 34 years";127;57;63;2;5;0;78;20;54;2;2;0
;"35 - 39 years";104;38;62;1;3;0;79;17;55;5;1;1
"086 Ballyhowly";"20 - 24 years";18;17;1;0;0;0;9;7;2;0;0;0
;"25 - 29 years";11;9;2;0;0;0;15;8;6;0;1;0
;"30 - 34 years";16;9;7;0;0;0;15;6;9;0;0;0
;"35 - 39 years";14;5;8;1;0;0;13;2;9;2;0;0
"087 Bekan";"20 - 24 years";25;25;0;0;0;0;19;18;1;0;0;0
;"25 - 29 years";13;12;1;0;0;0;11;5;6;0;0;0
;"30 - 34 years";17;4;13;0;0;0;18;6;12;0;0;0
;"35 - 39 years";27;10;16;0;1;0;25;6;18;1;0;0
"088 Caraun";"20 - 24 years";10;10;0;0;0;0;12;12;0;0;0;0
;"25 - 29 years";13;12;1;0;0;0;7;5;2;0;0;0
;"30 - 34 years";11;5;6;0;0;0;12;3;9;0;0;0
;"35 - 39 years";11;3;7;1;0;0;14;3;11;0;0;0
"089 Claremorris";"20 - 24 years";115;109;5;0;1;0;140;129;11;0;0;0
;"25 - 29 years";112;94;16;1;1;0;129;94;28;4;3;0
;"30 - 34 years";128;64;56;2;6;0;121;58;59;3;1;0
;"35 - 39 years";103;30;65;3;5;0;129;37;79;6;6;1
"090 Cloghermore";"20 - 24 years";6;6;0;0;0;0;2;2;0;0;0;0
;"25 - 29 years";3;3;0;0;0;0;3;2;1;0;0;0
;"30 - 34 years";7;2;4;1;0;0;4;2;2;0;0;0
;"35 - 39 years";9;7;2;0;0;0;4;1;3;0;0;0
"091 Course";"20 - 24 years";15;15;0;0;0;0;10;10;0;0;0;0
;"25 - 29 years";15;12;3;0;0;0;16;13;3;0;0;0
;"30 - 34 years";19;14;5;0;0;0;13;3;9;1;0;0
;"35 - 39 years";12;5;7;0;0;0;8;3;5;0;0;0
"092 Crossboyne";"20 - 24 years";15;15;0;0;0;0;11;10;1;0;0;0
;"25 - 29 years";13;9;4;0;0;0;7;2;5;0;0;0
;"30 - 34 years";11;3;8;0;0;0;21;5;15;1;0;0
;"35 - 39 years";29;5;24;0;0;0;21;4;17;0;0;0
"093 Culnacleha";"20 - 24 years";11;11;0;0;0;0;7;7;0;0;0;0
;"25 - 29 years";13;10;3;0;0;0;13;9;4;0;0;0
;"30 - 34 years";16;8;8;0;0;0;19;4;15;0;0;0
;"35 - 39 years";22;9;13;0;0;0;9;4;4;0;1;0
"094 Garrymore";"20 - 24 years";25;25;0;0;0;0;6;6;0;0;0;0
;"25 - 29 years";16;14;2;0;0;0;15;10;5;0;0;0
;"30 - 34 years";19;7;12;0;0;0;14;4;10;0;0;0
;"35 - 39 years";10;3;7;0;0;0;10;0;9;1;0;0
"095 Kilcolman";"20 - 24 years";8;8;0;0;0;0;10;9;1;0;0;0
;"25 - 29 years";10;6;4;0;0;0;6;3;3;0;0;0
;"30 - 34 years";9;4;4;0;0;1;9;1;8;0;0;0
;"35 - 39 years";15;3;12;0;0;0;17;3;13;1;0;0
"096 Kilvine";"20 - 24 years";25;25;0;0;0;0;15;14;1;0;0;0
;"25 - 29 years";21;19;2;0;0;0;13;12;1;0;0;0
;"30 - 34 years";15;9;6;0;0;0;18;9;8;0;1;0
;"35 - 39 years";21;2;19;0;0;0;25;4;20;1;0;0
"097 Knock North";"20 - 24 years";16;15;1;0;0;0;13;13;0;0;0;0
;"25 - 29 years";26;24;2;0;0;0;19;13;5;0;0;1
;"30 - 34 years";23;18;5;0;0;0;17;8;7;1;0;1
;"35 - 39 years";27;10;15;0;0;2;29;10;16;1;1;1
"098 Knock South";"20 - 24 years";11;11;0;0;0;0;14;13;1;0;0;0
;"25 - 29 years";9;7;2;0;0;0;8;6;2;0;0;0
;"30 - 34 years";14;7;7;0;0;0;24;9;13;1;1;0
;"35 - 39 years";16;2;14;0;0;0;14;5;8;0;1;0
"099 Loughanboy";"20 - 24 years";9;9;0;0;0;0;9;9;0;0;0;0
;"25 - 29 years";5;4;1;0;0;0;3;3;0;0;0;0
;"30 - 34 years";6;5;1;0;0;0;4;0;3;1;0;0
;"35 - 39 years";12;6;6;0;0;0;11;3;8;0;0;0
"100 Mayo";"20 - 24 years";13;13;0;0;0;0;7;7;0;0;0;0
;"25 - 29 years";11;9;1;0;1;0;10;7;3;0;0;0
;"30 - 34 years";6;3;3;0;0;0;7;2;5;0;0;0
;"35 - 39 years";15;3;12;0;0;0;21;5;15;1;0;0
"101 Murneen";"20 - 24 years";9;9;0;0;0;0;11;11;0;0;0;0
;"25 - 29 years";8;8;0;0;0;0;9;5;3;1;0;0
;"30 - 34 years";11;4;7;0;0;0;7;3;4;0;0;0
;"35 - 39 years";10;2;8;0;0;0;13;1;11;1;0;0
"102 Tagheen";"20 - 24 years";11;11;0;0;0;0;2;2;0;0;0;0
;"25 - 29 years";3;3;0;0;0;0;6;5;1;0;0;0
;"30 - 34 years";6;1;5;0;0;0;3;0;3;0;0;0
;"35 - 39 years";2;0;2;0;0;0;5;1;4;0;0;0
"103 Aghamore";"20 - 24 years";18;18;0;0;0;0;11;11;0;0;0;0
;"25 - 29 years";11;10;1;0;0;0;2;2;0;0;0;0
;"30 - 34 years";13;7;6;0;0;0;13;4;9;0;0;0
;"35 - 39 years";20;6;14;0;0;0;22;1;21;0;0;0
"104 Ballinamore";"20 - 24 years";10;10;0;0;0;0;5;5;0;0;0;0
;"25 - 29 years";10;9;1;0;0;0;8;6;2;0;0;0
;"30 - 34 years";9;4;5;0;0;0;5;0;5;0;0;0
;"35 - 39 years";9;5;4;0;0;0;7;1;5;1;0;0
"105 Bohola";"20 - 24 years";4;4;0;0;0;0;6;6;0;0;0;0
;"25 - 29 years";5;4;1;0;0;0;4;2;2;0;0;0
;"30 - 34 years";11;6;5;0;0;0;6;1;5;0;0;0
;"35 - 39 years";10;2;8;0;0;0;6;0;5;0;1;0
"106 Brackloon";"20 - 24 years";19;19;0;0;0;0;11;11;0;0;0;0
;"25 - 29 years";17;15;2;0;0;0;11;5;6;0;0;0
;"30 - 34 years";14;5;9;0;0;0;14;5;9;0;0;0
;"35 - 39 years";18;5;13;0;0;0;22;6;15;1;0;0
"107 Callow";"20 - 24 years";9;9;0;0;0;0;10;10;0;0;0;0
;"25 - 29 years";6;5;1;0;0;0;5;2;3;0;0;0
;"30 - 34 years";9;5;4;0;0;0;10;2;7;0;1;0
;"35 - 39 years";13;5;8;0;0;0;11;3;8;0;0;0
"108 Cloonmore";"20 - 24 years";21;20;1;0;0;0;7;6;1;0;0;0
;"25 - 29 years";13;11;2;0;0;0;8;4;4;0;0;0
;"30 - 34 years";8;4;4;0;0;0;3;0;2;0;0;1
;"35 - 39 years";12;1;10;0;1;0;16;1;13;1;1;0
"109 Coolnaha";"20 - 24 years";23;22;1;0;0;0;15;13;2;0;0;0
;"25 - 29 years";22;17;5;0;0;0;11;6;5;0;0;0
;"30 - 34 years";12;7;5;0;0;0;11;2;9;0;0;0
;"35 - 39 years";20;8;11;0;1;0;16;3;12;0;1;0
"110 Cuildoo";"20 - 24 years";9;9;0;0;0;0;8;8;0;0;0;0
;"25 - 29 years";13;12;1;0;0;0;9;6;3;0;0;0
;"30 - 34 years";13;7;6;0;0;0;8;1;7;0;0;0
;"35 - 39 years";9;1;7;1;0;0;9;3;6;0;0;0
"111 Doocastle";"20 - 24 years";14;14;0;0;0;0;15;13;2;0;0;0
;"25 - 29 years";13;8;5;0;0;0;8;3;5;0;0;0
;"30 - 34 years";14;5;8;1;0;0;12;5;7;0;0;0
;"35 - 39 years";12;6;6;0;0;0;12;3;9;0;0;0
"112 Kilbeagh";"20 - 24 years";37;36;1;0;0;0;39;38;1;0;0;0
;"25 - 29 years";38;31;7;0;0;0;34;20;14;0;0;0
;"30 - 34 years";33;15;17;0;1;0;20;4;14;2;0;0
;"35 - 39 years";42;17;23;0;2;0;27;5;22;0;0;0
"113 Kilkelly";"20 - 24 years";24;23;1;0;0;0;23;21;2;0;0;0
;"25 - 29 years";29;25;4;0;0;0;21;17;4;0;0;0
;"30 - 34 years";25;15;10;0;0;0;31;14;16;1;0;0
;"35 - 39 years";35;16;17;0;2;0;30;13;17;0;0;0
"114 Killedan";"20 - 24 years";22;22;0;0;0;0;11;11;0;0;0;0
;"25 - 29 years";10;10;0;0;0;0;12;10;2;0;0;0
;"30 - 34 years";17;8;9;0;0;0;16;7;9;0;0;0
;"35 - 39 years";26;6;19;1;0;0;34;4;28;2;0;0
"115 Kilmovee";"20 - 24 years";12;12;0;0;0;0;14;14;0;0;0;0
;"25 - 29 years";10;9;1;0;0;0;13;11;2;0;0;0
;"30 - 34 years";14;7;6;1;0;0;18;7;11;0;0;0
;"35 - 39 years";30;10;19;1;0;0;25;3;19;1;2;0
"116 Kiltamagh";"20 - 24 years";61;56;5;0;0;0;53;48;4;0;1;0
;"25 - 29 years";56;51;4;1;0;0;53;41;11;0;0;1
;"30 - 34 years";58;30;25;2;1;0;46;17;27;1;1;0
;"35 - 39 years";45;16;27;2;0;0;56;16;34;2;4;0
"117 Meelick";"20 - 24 years";16;16;0;0;0;0;12;12;0;0;0;0
;"25 - 29 years";11;9;2;0;0;0;9;6;3;0;0;0
;"30 - 34 years";22;10;11;0;1;0;14;5;9;0;0;0
;"35 - 39 years";15;7;8;0;0;0;15;2;11;2;0;0
"118 Sonnagh";"20 - 24 years";38;38;0;0;0;0;30;28;2;0;0;0
;"25 - 29 years";51;42;8;0;1;0;28;18;9;0;1;0
;"30 - 34 years";43;20;23;0;0;0;39;14;22;3;0;0
;"35 - 39 years";43;14;28;0;1;0;43;9;31;2;0;1
"119 Swineford";"20 - 24 years";76;75;1;0;0;0;57;54;3;0;0;0
;"25 - 29 years";77;61;16;0;0;0;92;64;28;0;0;0
;"30 - 34 years";76;47;29;0;0;0;71;34;35;1;1;0
;"35 - 39 years";79;25;53;0;1;0;76;19;52;2;3;0
"120 Toocananagh";"20 - 24 years";12;12;0;0;0;0;6;6;0;0;0;0
;"25 - 29 years";9;8;1;0;0;0;15;9;6;0;0;0
;"30 - 34 years";16;3;13;0;0;0;12;0;12;0;0;0
;"35 - 39 years";9;4;5;0;0;0;7;1;6;0;0;0
"121 Toomore";"20 - 24 years";52;51;1;0;0;0;39;38;0;1;0;0
;"25 - 29 years";42;33;9;0;0;0;44;26;18;0;0;0
;"30 - 34 years";34;17;17;0;0;0;49;9;39;0;0;1
;"35 - 39 years";50;11;35;1;2;1;35;11;22;0;2;0
"122 Tumgesh";"20 - 24 years";7;7;0;0;0;0;7;7;0;0;0;0
;"25 - 29 years";13;11;2;0;0;0;7;3;4;0;0;0
;"30 - 34 years";10;4;6;0;0;0;7;1;6;0;0;0
;"35 - 39 years";8;5;3;0;0;0;8;3;5;0;0;0
"123 Urlaur";"20 - 24 years";11;11;0;0;0;0;15;15;0;0;0;0
;"25 - 29 years";14;13;1;0;0;0;10;5;5;0;0;0
;"30 - 34 years";5;4;1;0;0;0;7;5;2;0;0;0
;"35 - 39 years";19;6;11;2;0;0;9;3;6;0;0;0
"124 Acaill";"20 - 24 years";21;21;0;0;0;0;24;22;1;1;0;0
;"25 - 29 years";16;13;3;0;0;0;18;15;3;0;0;0
;"30 - 34 years";25;14;11;0;0;0;24;7;15;2;0;0
;"35 - 39 years";24;15;8;1;0;0;29;13;14;0;1;1
"125 Aghagower North";"20 - 24 years";17;17;0;0;0;0;17;17;0;0;0;0
;"25 - 29 years";24;17;7;0;0;0;31;20;8;3;0;0
;"30 - 34 years";25;13;11;0;1;0;33;9;24;0;0;0
;"35 - 39 years";29;6;23;0;0;0;29;2;25;1;1;0
"126 Aghagower South";"20 - 24 years";7;7;0;0;0;0;4;4;0;0;0;0
;"25 - 29 years";5;5;0;0;0;0;2;2;0;0;0;0
;"30 - 34 years";1;1;0;0;0;0;2;0;2;0;0;0
;"35 - 39 years";3;2;1;0;0;0;2;0;1;0;1;0
"127 Aillemore";"20 - 24 years";6;6;0;0;0;0;4;3;1;0;0;0
;"25 - 29 years";12;11;1;0;0;0;9;6;3;0;0;0
;"30 - 34 years";7;4;3;0;0;0;10;5;5;0;0;0
;"35 - 39 years";6;3;3;0;0;0;10;0;10;0;0;0
"128 Ballycroy North";"20 - 24 years";2;2;0;0;0;0;3;3;0;0;0;0
;"25 - 29 years";8;8;0;0;0;0;3;1;2;0;0;0
;"30 - 34 years";13;9;3;1;0;0;7;1;6;0;0;0
;"35 - 39 years";7;2;5;0;0;0;7;2;4;1;0;0
"129 Ballycroy South";"20 - 24 years";16;16;0;0;0;0;7;7;0;0;0;0
;"25 - 29 years";11;9;2;0;0;0;13;8;5;0;0;0
;"30 - 34 years";9;5;4;0;0;0;10;4;6;0;0;0
;"35 - 39 years";9;3;6;0;0;0;8;0;7;1;0;0
"131 Clare Island";"20 - 24 years";8;8;0;0;0;0;5;5;0;0;0;0
;"25 - 29 years";8;7;1;0;0;0;5;3;2;0;0;0
;"30 - 34 years";7;6;1;0;0;0;4;1;2;1;0;0
;"35 - 39 years";7;3;4;0;0;0;2;0;2;0;0;0
"132 Clogher";"20 - 24 years";30;30;0;0;0;0;18;17;1;0;0;0
;"25 - 29 years";24;21;3;0;0;0;21;16;4;1;0;0
;"30 - 34 years";25;9;15;1;0;0;22;4;18;0;0;0
;"35 - 39 years";25;4;19;1;1;0;30;4;25;0;0;1
"133 An Corrán";"20 - 24 years";19;19;0;0;0;0;14;13;1;0;0;0
;"25 - 29 years";21;19;2;0;0;0;9;6;3;0;0;0
;"30 - 34 years";21;13;7;0;1;0;13;5;7;1;0;0
;"35 - 39 years";21;9;11;0;1;0;21;5;14;1;1;0
"134 Croaghpatrick";"20 - 24 years";12;12;0;0;0;0;8;7;1;0;0;0
;"25 - 29 years";11;8;3;0;0;0;11;7;3;1;0;0
;"30 - 34 years";14;9;5;0;0;0;13;6;6;0;1;0
;"35 - 39 years";22;6;16;0;0;0;24;4;19;0;1;0
"135 Derryloughan";"20 - 24 years";15;14;1;0;0;0;11;9;0;2;0;0
;"25 - 29 years";19;14;5;0;0;0;24;13;11;0;0;0
;"30 - 34 years";17;7;10;0;0;0;16;5;11;0;0;0
;"35 - 39 years";17;3;12;2;0;0;22;9;10;3;0;0
"136 Dumha Éige";"20 - 24 years";8;8;0;0;0;0;10;10;0;0;0;0
;"25 - 29 years";12;11;1;0;0;0;11;8;3;0;0;0
;"30 - 34 years";15;9;6;0;0;0;20;12;8;0;0;0
;"35 - 39 years";17;10;7;0;0;0;22;7;12;2;1;0
"137 Drummin";"20 - 24 years";6;6;0;0;0;0;5;5;0;0;0;0
;"25 - 29 years";9;9;0;0;0;0;2;2;0;0;0;0
;"30 - 34 years";1;0;1;0;0;0;5;3;2;0;0;0
;"35 - 39 years";7;4;3;0;0;0;7;1;6;0;0;0
"138 Emlagh";"20 - 24 years";11;11;0;0;0;0;5;4;1;0;0;0
;"25 - 29 years";7;6;1;0;0;0;5;4;1;0;0;0
;"30 - 34 years";8;8;0;0;0;0;3;2;1;0;0;0
;"35 - 39 years";5;2;3;0;0;0;7;1;6;0;0;0
"139 Erriff";"20 - 24 years";1;1;0;0;0;0;0;0;0;0;0;0
;"25 - 29 years";0;0;0;0;0;0;3;2;1;0;0;0
;"30 - 34 years";3;3;0;0;0;0;3;1;2;0;0;0
;"35 - 39 years";6;0;6;0;0;0;3;0;3;0;0;0
"140 Glenhest";"20 - 24 years";3;3;0;0;0;0;1;1;0;0;0;0
;"25 - 29 years";9;7;2;0;0;0;10;5;5;0;0;0
;"30 - 34 years";6;3;3;0;0;0;3;1;1;1;0;0
;"35 - 39 years";6;2;3;1;0;0;8;2;5;1;0;0
"141 Islandeady";"20 - 24 years";48;48;0;0;0;0;18;18;0;0;0;0
;"25 - 29 years";20;17;2;0;0;1;26;18;8;0;0;0
;"30 - 34 years";40;19;20;1;0;0;34;12;20;2;0;0
;"35 - 39 years";37;17;19;0;1;0;27;5;18;2;2;0
"142 Kilgeever";"20 - 24 years";0;0;0;0;0;0;0;0;0;0;0;0
;"25 - 29 years";3;3;0;0;0;0;2;0;2;0;0;0
;"30 - 34 years";6;5;1;0;0;0;2;2;0;0;0;0
;"35 - 39 years";1;0;1;0;0;0;3;1;2;0;0;0
"143 Kilmaclasser";"20 - 24 years";16;16;0;0;0;0;4;4;0;0;0;0
;"25 - 29 years";17;15;1;1;0;0;15;11;4;0;0;0
;"30 - 34 years";16;7;9;0;0;0;20;11;9;0;0;0
;"35 - 39 years";23;9;14;0;0;0;24;6;16;2;0;0
"144 Kilmeena";"20 - 24 years";34;34;0;0;0;0;21;21;0;0;0;0
;"25 - 29 years";27;21;6;0;0;0;34;20;13;0;0;1
;"30 - 34 years";48;21;25;2;0;0;43;13;29;1;0;0
;"35 - 39 years";70;18;51;1;0;0;63;12;47;3;1;0
"145 Kilsallagh";"20 - 24 years";20;20;0;0;0;0;12;12;0;0;0;0
;"25 - 29 years";16;14;2;0;0;0;16;7;8;0;1;0
;"30 - 34 years";13;2;10;1;0;0;10;4;6;0;0;0
;"35 - 39 years";11;5;6;0;0;0;17;4;13;0;0;0
"146 Knappagh";"20 - 24 years";17;17;0;0;0;0;15;14;1;0;0;0
;"25 - 29 years";14;14;0;0;0;0;18;13;5;0;0;0
;"30 - 34 years";22;10;11;1;0;0;20;9;10;1;0;0
;"35 - 39 years";31;6;25;0;0;0;33;5;27;0;1;0
"147 Louisburgh";"20 - 24 years";20;20;0;0;0;0;27;27;0;0;0;0
;"25 - 29 years";28;25;3;0;0;0;33;24;9;0;0;0
;"30 - 34 years";32;17;15;0;0;0;19;8;10;0;0;1
;"35 - 39 years";22;8;12;0;2;0;34;10;20;0;3;1
"148 Newport East";"20 - 24 years";32;31;1;0;0;0;24;23;1;0;0;0
;"25 - 29 years";29;25;4;0;0;0;29;21;8;0;0;0
;"30 - 34 years";36;15;21;0;0;0;41;14;24;2;1;0
;"35 - 39 years";36;13;21;2;0;0;42;14;25;2;1;0
"149 Newport West";"20 - 24 years";21;21;0;0;0;0;18;17;1;0;0;0
;"25 - 29 years";17;15;2;0;0;0;18;15;3;0;0;0
;"30 - 34 years";20;13;7;0;0;0;17;6;11;0;0;0
;"35 - 39 years";26;6;19;1;0;0;25;1;23;1;0;0
"150/130 Owennadornaun/Bundorragha";"20 - 24 years";2;2;0;0;0;0;3;3;0;0;0;0
;"25 - 29 years";10;8;2;0;0;0;9;7;2;0;0;0
;"30 - 34 years";8;5;3;0;0;0;7;3;4;0;0;0
;"35 - 39 years";3;2;1;0;0;0;5;0;5;0;0;0
"151 Slievemahanagh";"20 - 24 years";11;11;0;0;0;0;8;8;0;0;0;0
;"25 - 29 years";18;14;4;0;0;0;20;13;7;0;0;0
;"30 - 34 years";22;6;13;2;1;0;15;4;10;1;0;0
;"35 - 39 years";17;4;10;3;0;0;17;3;13;0;1;0
"152 Slievemore";"20 - 24 years";24;23;1;0;0;0;17;16;1;0;0;0
;"25 - 29 years";21;17;4;0;0;0;22;13;8;1;0;0
;"30 - 34 years";30;18;12;0;0;0;33;12;19;0;2;0
;"35 - 39 years";27;9;17;0;1;0;28;6;18;2;1;1
"153 Srahmore";"20 - 24 years";3;3;0;0;0;0;3;2;1;0;0;0
;"25 - 29 years";3;3;0;0;0;0;3;1;2;0;0;0
;"30 - 34 years";4;0;4;0;0;0;4;1;3;0;0;0
;"35 - 39 years";4;1;3;0;0;0;5;3;2;0;0;0
"154 Westport Rural";"20 - 24 years";34;34;0;0;0;0;40;40;0;0;0;0
;"25 - 29 years";30;29;1;0;0;0;38;33;5;0;0;0
;"30 - 34 years";43;20;22;0;1;0;48;14;32;1;0;1
;"35 - 39 years";52;12;39;0;1;0;51;5;45;0;0;1
"Roscommon County";"20 - 24 years";1926;1872;52;1;1;0;1591;1502;85;4;0;0
;"25 - 29 years";2093;1726;349;8;10;0;1732;1215;493;15;7;2
;"30 - 34 years";2054;1029;981;21;17;6;1890;681;1131;50;22;6
;"35 - 39 years";2210;697;1417;52;38;6;1980;401;1432;77;52;18
"001 Athlone West Rural";"20 - 24 years";112;111;0;0;1;0;135;128;7;0;0;0
;"25 - 29 years";211;172;39;0;0;0;222;156;61;3;2;0
;"30 - 34 years";189;104;82;2;0;1;215;98;107;5;4;1
;"35 - 39 years";152;47;99;3;3;0;138;42;83;7;5;1
"002 Ballydangan";"20 - 24 years";31;30;1;0;0;0;9;8;1;0;0;0
;"25 - 29 years";17;16;1;0;0;0;14;11;3;0;0;0
;"30 - 34 years";29;13;16;0;0;0;25;3;22;0;0;0
;"35 - 39 years";36;11;24;1;0;0;20;3;16;1;0;0
"003 Ballynamona";"20 - 24 years";11;11;0;0;0;0;15;15;0;0;0;0
;"25 - 29 years";12;11;1;0;0;0;10;7;3;0;0;0
;"30 - 34 years";24;11;13;0;0;0;18;5;12;0;1;0
;"35 - 39 years";25;8;16;0;1;0;18;4;14;0;0;0
"004 Caltragh";"20 - 24 years";15;15;0;0;0;0;6;6;0;0;0;0
;"25 - 29 years";7;6;1;0;0;0;9;8;1;0;0;0
;"30 - 34 years";4;2;2;0;0;0;5;2;3;0;0;0
;"35 - 39 years";8;4;4;0;0;0;6;1;5;0;0;0
"005 Carnagh";"20 - 24 years";20;20;0;0;0;0;16;16;0;0;0;0
;"25 - 29 years";14;12;2;0;0;0;22;15;6;0;1;0
;"30 - 34 years";26;11;15;0;0;0;28;9;18;1;0;0
;"35 - 39 years";32;4;26;0;1;1;34;7;26;1;0;0
"006 Carrowreagh";"20 - 24 years";13;13;0;0;0;0;14;13;1;0;0;0
;"25 - 29 years";19;12;7;0;0;0;17;10;7;0;0;0
;"30 - 34 years";24;11;12;1;0;0;17;6;11;0;0;0
;"35 - 39 years";15;7;8;0;0;0;13;2;11;0;0;0
"007 Castlesampson";"20 - 24 years";7;7;0;0;0;0;11;11;0;0;0;0
;"25 - 29 years";16;15;1;0;0;0;8;5;3;0;0;0
;"30 - 34 years";6;3;3;0;0;0;8;2;6;0;0;0
;"35 - 39 years";11;1;9;0;1;0;9;1;8;0;0;0
"008 Cloonburren";"20 - 24 years";3;3;0;0;0;0;4;4;0;0;0;0
;"25 - 29 years";4;4;0;0;0;0;4;1;3;0;0;0
;"30 - 34 years";11;4;7;0;0;0;8;1;7;0;0;0
;"35 - 39 years";11;3;8;0;0;0;6;0;6;0;0;0
"009 Cloonown";"20 - 24 years";3;3;0;0;0;0;3;3;0;0;0;0
;"25 - 29 years";7;6;1;0;0;0;10;8;2;0;0;0
;"30 - 34 years";13;4;9;0;0;0;13;2;11;0;0;0
;"35 - 39 years";10;4;6;0;0;0;9;4;5;0;0;0
"010 Crannagh";"20 - 24 years";35;35;0;0;0;0;27;27;0;0;0;0
;"25 - 29 years";24;20;4;0;0;0;26;16;10;0;0;0
;"30 - 34 years";31;10;20;1;0;0;41;9;31;1;0;0
;"35 - 39 years";57;9;47;0;1;0;57;9;47;0;1;0
"011 Creagh";"20 - 24 years";51;50;1;0;0;0;29;28;1;0;0;0
;"25 - 29 years";28;25;2;0;1;0;26;22;4;0;0;0
;"30 - 34 years";27;13;13;1;0;0;25;10;14;1;0;0
;"35 - 39 years";34;8;25;1;0;0;43;3;39;0;0;1
"012 Culliagh";"20 - 24 years";9;9;0;0;0;0;2;2;0;0;0;0
;"25 - 29 years";0;0;0;0;0;0;2;2;0;0;0;0
;"30 - 34 years";4;1;1;1;0;1;7;0;6;1;0;0
;"35 - 39 years";10;3;7;0;0;0;4;1;3;0;0;0
"013 Drumlosh";"20 - 24 years";12;12;0;0;0;0;6;6;0;0;0;0
;"25 - 29 years";8;8;0;0;0;0;6;4;2;0;0;0
;"30 - 34 years";11;3;7;0;1;0;6;3;3;0;0;0
;"35 - 39 years";14;3;11;0;0;0;19;2;17;0;0;0
"014 Dysart";"20 - 24 years";8;8;0;0;0;0;2;2;0;0;0;0
;"25 - 29 years";4;4;0;0;0;0;3;1;2;0;0;0
;"30 - 34 years";13;4;9;0;0;0;8;1;6;0;0;1
;"35 - 39 years";10;3;7;0;0;0;8;1;7;0;0;0
"015 Kilcar";"20 - 24 years";12;12;0;0;0;0;8;8;0;0;0;0
;"25 - 29 years";10;8;2;0;0;0;6;1;5;0;0;0
;"30 - 34 years";12;6;6;0;0;0;15;7;6;1;1;0
;"35 - 39 years";12;5;7;0;0;0;10;2;7;0;1;0
"016 Kiltoom";"20 - 24 years";39;38;1;0;0;0;33;32;1;0;0;0
;"25 - 29 years";37;33;4;0;0;0;35;30;5;0;0;0
;"30 - 34 years";32;20;12;0;0;0;34;15;19;0;0;0
;"35 - 39 years";58;15;43;0;0;0;57;5;50;1;1;0
"017 Lecarrow";"20 - 24 years";13;13;0;0;0;0;8;7;1;0;0;0
;"25 - 29 years";10;8;2;0;0;0;9;7;2;0;0;0
;"30 - 34 years";12;6;6;0;0;0;12;1;11;0;0;0
;"35 - 39 years";12;4;8;0;0;0;12;2;9;0;0;1
"018 Moore";"20 - 24 years";7;7;0;0;0;0;8;8;0;0;0;0
;"25 - 29 years";9;9;0;0;0;0;10;9;1;0;0;0
;"30 - 34 years";7;2;5;0;0;0;9;1;7;1;0;0
;"35 - 39 years";10;0;10;0;0;0;9;3;6;0;0;0
"019 Rockhill";"20 - 24 years";12;12;0;0;0;0;7;7;0;0;0;0
;"25 - 29 years";7;7;0;0;0;0;7;7;0;0;0;0
;"30 - 34 years";6;2;4;0;0;0;10;3;7;0;0;0
;"35 - 39 years";10;0;10;0;0;0;14;1;13;0;0;0
"020 Taghboy";"20 - 24 years";10;9;1;0;0;0;11;10;1;0;0;0
;"25 - 29 years";19;16;3;0;0;0;10;6;4;0;0;0
;"30 - 34 years";11;6;5;0;0;0;18;3;12;3;0;0
;"35 - 39 years";12;2;9;1;0;0;5;1;3;0;1;0
"021 Taghmaconnell";"20 - 24 years";7;7;0;0;0;0;7;7;0;0;0;0
;"25 - 29 years";10;8;2;0;0;0;6;1;4;0;0;1
;"30 - 34 years";16;11;5;0;0;0;10;7;3;0;0;0
;"35 - 39 years";6;2;4;0;0;0;5;1;4;0;0;0
"022 Thomastown";"20 - 24 years";26;25;1;0;0;0;24;24;0;0;0;0
;"25 - 29 years";23;21;2;0;0;0;20;13;7;0;0;0
;"30 - 34 years";22;8;14;0;0;0;26;10;15;1;0;0
;"35 - 39 years";21;4;16;1;0;0;24;6;18;0;0;0
"023 Turrock";"20 - 24 years";10;10;0;0;0;0;8;8;0;0;0;0
;"25 - 29 years";8;6;2;0;0;0;8;5;3;0;0;0
